日期,方向,标的
2023-08-25,做多,113641.SH
2023-08-25,做多,128105.SZ
2023-08-25,做多,127019.SZ
2023-08-25,做多,113667.SH
2023-08-25,做多,123064.SZ
2023-08-25,做多,123128.SZ
2023-08-25,做多,123154.SZ
2023-08-25,做多,113638.SH
2023-08-25,做多,123109.SZ
2023-08-25,做多,113665.SH
2023-08-25,做多,127033.SZ
2023-08-25,做多,127059.SZ
2023-08-25,做多,123179.SZ
2023-08-25,做多,113657.SH
2023-08-25,做多,128116.SZ
2023-08-25,做多,118004.SH
2023-08-25,做多,127049.SZ
2023-08-25,做多,127067.SZ
2023-08-25,做多,118022.SH
2023-08-25,做多,118000.SH
2023-08-25,做多,123104.SZ
2023-08-25,做多,113584.SH
2023-08-25,做多,113650.SH
2023-08-25,做多,113653.SH
2023-08-25,做多,123076.SZ
2023-08-25,做多,113633.SH
2023-08-25,做多,127061.SZ
2023-08-25,做多,118008.SH
2023-08-25,做多,123190.SZ
2023-08-25,做多,127075.SZ
2023-08-25,做多,113053.SH
2023-08-25,做多,123117.SZ
2023-08-25,做多,118031.SH
2023-08-25,做多,110072.SH
2023-08-25,做多,118005.SH
2023-08-25,做空,123018.SZ
2023-08-25,做空,123046.SZ
2023-08-25,做空,111013.SH
2023-08-25,做空,113575.SH
2023-08-25,做空,123191.SZ
2023-08-25,做空,110058.SH
2023-08-25,做空,113537.SH
2023-08-25,做空,110055.SH
2023-08-25,做空,128122.SZ
2023-08-25,做空,128053.SZ
2023-08-25,做空,123192.SZ
2023-08-25,做空,113646.SH
2023-08-25,做空,113526.SH
2023-08-25,做空,123176.SZ
2023-08-25,做空,123022.SZ
2023-08-25,做空,123194.SZ
2023-08-25,做空,113582.SH
2023-08-25,做空,110048.SH
2023-08-25,做空,113039.SH
2023-08-25,做空,113042.SH
2023-08-25,做空,128074.SZ
2023-08-25,做空,127064.SZ
2023-08-25,做空,113598.SH
2023-08-25,做空,113656.SH
2023-08-25,做空,127083.SZ
2023-08-25,做空,113025.SH
2023-08-25,做空,127039.SZ
2023-08-25,做空,127038.SZ
2023-08-25,做空,123054.SZ
2023-08-25,做空,123130.SZ
2023-08-25,做空,110091.SH
2023-08-25,做空,128076.SZ
2023-08-25,做空,127072.SZ
2023-08-25,做空,127014.SZ
2023-08-25,做空,113545.SH
2023-08-25,做空,113051.SH
2023-08-25,做空,110086.SH
2023-08-25,做空,111005.SH
2023-08-25,做空,123078.SZ
2023-08-25,做空,127086.SZ
2023-08-25,做空,113024.SH
2023-08-25,做空,118030.SH
2023-08-25,做空,127082.SZ
2023-08-25,做空,113061.SH
2023-08-25,做空,110070.SH
2023-08-25,做空,113634.SH
2023-08-25,做空,127040.SZ
2023-08-25,做空,110093.SH
2023-08-25,做空,123067.SZ
2023-08-25,做空,123114.SZ
2023-08-25,做空,128095.SZ
2023-08-25,做空,113597.SH
2023-08-25,做空,110059.SH
2023-08-25,做空,123035.SZ
2023-08-25,做空,110074.SH
2023-08-25,做空,127037.SZ
2023-08-25,做空,127025.SZ
2023-08-25,做空,123071.SZ
2023-08-25,做空,128101.SZ
2023-08-25,做空,110052.SH
2023-08-25,做空,127062.SZ
2023-08-25,做空,110060.SH
2023-08-25,做空,113066.SH
2023-08-25,做空,123174.SZ
2023-08-25,做空,110087.SH
2023-08-25,做空,127016.SZ
2023-09-28,做多,127034.SZ
2023-09-28,做多,123108.SZ
2023-09-28,做多,110085.SH
2023-09-28,做多,123113.SZ
2023-09-28,做多,123165.SZ
2023-09-28,做多,127046.SZ
2023-09-28,做多,123179.SZ
2023-09-28,做多,113670.SH
2023-09-28,做多,113616.SH
2023-09-28,做多,118032.SH
2023-09-28,做多,128131.SZ
2023-09-28,做多,128125.SZ
2023-09-28,做多,113644.SH
2023-09-28,做多,128105.SZ
2023-09-28,做多,123128.SZ
2023-09-28,做多,127066.SZ
2023-09-28,做多,113062.SH
2023-09-28,做多,113044.SH
2023-09-28,做多,113638.SH
2023-09-28,做多,110063.SH
2023-09-28,做多,113625.SH
2023-09-28,做多,123115.SZ
2023-09-28,做多,113605.SH
2023-09-28,做多,123215.SZ
2023-09-28,做多,110076.SH
2023-09-28,做多,123056.SZ
2023-09-28,做多,113665.SH
2023-09-28,做多,127059.SZ
2023-09-28,做多,127033.SZ
2023-09-28,做多,127051.SZ
2023-09-28,做多,118023.SH
2023-09-28,做多,127089.SZ
2023-09-28,做多,128136.SZ
2023-09-28,做多,118034.SH
2023-09-28,做多,123154.SZ
2023-09-28,做多,128138.SZ
2023-09-28,做多,113658.SH
2023-09-28,做多,127044.SZ
2023-09-28,做多,123132.SZ
2023-09-28,做多,123064.SZ
2023-09-28,做多,110081.SH
2023-09-28,做多,113059.SH
2023-09-28,做多,123145.SZ
2023-09-28,做多,127073.SZ
2023-09-28,做多,113657.SH
2023-09-28,做多,123109.SZ
2023-09-28,做多,128116.SZ
2023-09-28,做多,128075.SZ
2023-09-28,做多,113661.SH
2023-09-28,做多,123104.SZ
2023-09-28,做多,123076.SZ
2023-09-28,做多,127049.SZ
2023-09-28,做多,127067.SZ
2023-09-28,做多,118000.SH
2023-09-28,做多,113641.SH
2023-09-28,做多,118022.SH
2023-09-28,做多,127075.SZ
2023-09-28,做多,113653.SH
2023-09-28,做多,113584.SH
2023-09-28,做多,113650.SH
2023-09-28,做多,127019.SZ
2023-09-28,做多,123117.SZ
2023-09-28,做多,113053.SH
2023-09-28,做多,123190.SZ
2023-09-28,做多,118008.SH
2023-09-28,做多,127061.SZ
2023-09-28,做多,113633.SH
2023-09-28,做多,110072.SH
2023-09-28,做多,118031.SH
2023-09-28,做多,118005.SH
2023-09-28,做空,123018.SZ
2023-09-28,做空,128053.SZ
2023-09-28,做空,113575.SH
2023-09-28,做空,111013.SH
2023-09-28,做空,110055.SH
2023-09-28,做空,110058.SH
2023-09-28,做空,128122.SZ
2023-09-28,做空,113537.SH
2023-09-28,做空,111016.SH
2023-09-28,做空,123022.SZ
2023-09-28,做空,113582.SH
2023-09-28,做空,113672.SH
2023-09-28,做空,113646.SH
2023-09-28,做空,123192.SZ
2023-09-28,做空,123191.SZ
2023-09-28,做空,113526.SH
2023-09-28,做空,127038.SZ
2023-09-28,做空,127039.SZ
2023-09-28,做空,123176.SZ
2023-09-28,做空,127072.SZ
2023-09-28,做空,110091.SH
2023-09-28,做空,127064.SZ
2023-09-28,做空,113674.SH
2023-09-28,做空,110094.SH
2023-09-28,做空,123054.SZ
2023-09-28,做空,113673.SH
2023-09-28,做空,113545.SH
2023-09-28,做空,113042.SH
2023-09-28,做空,123078.SZ
2023-09-28,做空,113621.SH
2023-09-28,做空,127090.SZ
2023-09-28,做空,113656.SH
2023-09-28,做空,127083.SZ
2023-09-28,做空,113039.SH
2023-09-28,做空,113671.SH
2023-09-28,做空,128074.SZ
2023-09-28,做空,118030.SH
2023-09-28,做空,123035.SZ
2023-09-28,做空,113634.SH
2023-09-28,做空,127082.SZ
2023-09-28,做空,123071.SZ
2023-09-28,做空,113598.SH
2023-09-28,做空,111005.SH
2023-09-28,做空,123091.SZ
2023-09-28,做空,110070.SH
2023-09-28,做空,111015.SH
2023-09-28,做空,128076.SZ
2023-09-28,做空,128106.SZ
2023-09-28,做空,123112.SZ
2023-09-28,做空,113660.SH
2023-09-28,做空,123114.SZ
2023-09-28,做空,110086.SH
2023-09-28,做空,123212.SZ
2023-09-28,做空,113051.SH
2023-09-28,做空,113588.SH
2023-09-28,做空,128095.SZ
2023-09-28,做空,113597.SH
2023-09-28,做空,123149.SZ
2023-09-28,做空,110048.SH
2023-09-28,做空,113050.SH
2023-09-28,做空,113530.SH
2023-09-28,做空,110093.SH
2023-09-28,做空,113064.SH
2023-09-28,做空,123067.SZ
2023-09-28,做空,128141.SZ
2023-09-28,做空,127054.SZ
2023-09-28,做空,110074.SH
2023-09-28,做空,123130.SZ
2023-09-28,做空,128130.SZ
2023-09-28,做空,128137.SZ
2023-10-27,做多,128105.SZ
2023-10-27,做多,127068.SZ
2023-10-27,做多,113044.SH
2023-10-27,做多,128075.SZ
2023-10-27,做多,123101.SZ
2023-10-27,做多,128136.SZ
2023-10-27,做多,113655.SH
2023-10-27,做多,110085.SH
2023-10-27,做多,113062.SH
2023-10-27,做多,128117.SZ
2023-10-27,做多,128125.SZ
2023-10-27,做多,127046.SZ
2023-10-27,做多,113665.SH
2023-10-27,做多,110063.SH
2023-10-27,做多,113644.SH
2023-10-27,做多,123208.SZ
2023-10-27,做多,113625.SH
2023-10-27,做多,128131.SZ
2023-10-27,做多,123180.SZ
2023-10-27,做多,128138.SZ
2023-10-27,做多,123109.SZ
2023-10-27,做多,123056.SZ
2023-10-27,做多,123064.SZ
2023-10-27,做多,113605.SH
2023-10-27,做多,127033.SZ
2023-10-27,做多,118032.SH
2023-10-27,做多,110095.SH
2023-10-27,做多,110076.SH
2023-10-27,做多,118023.SH
2023-10-27,做多,123128.SZ
2023-10-27,做多,123115.SZ
2023-10-27,做多,110081.SH
2023-10-27,做多,123165.SZ
2023-10-27,做多,127059.SZ
2023-10-27,做多,113670.SH
2023-10-27,做多,127066.SZ
2023-10-27,做多,128116.SZ
2023-10-27,做多,123145.SZ
2023-10-27,做多,127051.SZ
2023-10-27,做多,127044.SZ
2023-10-27,做多,123104.SZ
2023-10-27,做多,123076.SZ
2023-10-27,做多,123132.SZ
2023-10-27,做多,118034.SH
2023-10-27,做多,123179.SZ
2023-10-27,做多,118000.SH
2023-10-27,做多,127089.SZ
2023-10-27,做多,113657.SH
2023-10-27,做多,127073.SZ
2023-10-27,做多,123154.SZ
2023-10-27,做多,113059.SH
2023-10-27,做多,113658.SH
2023-10-27,做多,113661.SH
2023-10-27,做多,113584.SH
2023-10-27,做多,113641.SH
2023-10-27,做多,127049.SZ
2023-10-27,做多,127067.SZ
2023-10-27,做多,127075.SZ
2023-10-27,做多,118022.SH
2023-10-27,做多,113653.SH
2023-10-27,做多,127019.SZ
2023-10-27,做多,123190.SZ
2023-10-27,做多,123117.SZ
2023-10-27,做多,127061.SZ
2023-10-27,做多,113650.SH
2023-10-27,做多,113053.SH
2023-10-27,做多,118008.SH
2023-10-27,做多,110072.SH
2023-10-27,做多,113633.SH
2023-10-27,做多,118031.SH
2023-10-27,做多,118005.SH
2023-10-27,做空,123018.SZ
2023-10-27,做空,113575.SH
2023-10-27,做空,110055.SH
2023-10-27,做空,128053.SZ
2023-10-27,做空,123176.SZ
2023-10-27,做空,113646.SH
2023-10-27,做空,128122.SZ
2023-10-27,做空,123022.SZ
2023-10-27,做空,113672.SH
2023-10-27,做空,110091.SH
2023-10-27,做空,113621.SH
2023-10-27,做空,113526.SH
2023-10-27,做空,113656.SH
2023-10-27,做空,111016.SH
2023-10-27,做空,110058.SH
2023-10-27,做空,113042.SH
2023-10-27,做空,113674.SH
2023-10-27,做空,123192.SZ
2023-10-27,做空,127039.SZ
2023-10-27,做空,128074.SZ
2023-10-27,做空,123054.SZ
2023-10-27,做空,110094.SH
2023-10-27,做空,123078.SZ
2023-10-27,做空,113582.SH
2023-10-27,做空,113673.SH
2023-10-27,做空,113039.SH
2023-10-27,做空,127086.SZ
2023-10-27,做空,123091.SZ
2023-10-27,做空,127064.SZ
2023-10-27,做空,127082.SZ
2023-10-27,做空,111005.SH
2023-10-27,做空,118030.SH
2023-10-27,做空,128095.SZ
2023-10-27,做空,127072.SZ
2023-10-27,做空,113563.SH
2023-10-27,做空,113671.SH
2023-10-27,做空,113061.SH
2023-10-27,做空,111017.SH
2023-10-27,做空,123112.SZ
2023-10-27,做空,113545.SH
2023-10-27,做空,123071.SZ
2023-10-27,做空,110070.SH
2023-10-27,做空,123191.SZ
2023-10-27,做空,123194.SZ
2023-10-27,做空,128076.SZ
2023-10-27,做空,111015.SH
2023-10-27,做空,110048.SH
2023-10-27,做空,110062.SH
2023-10-27,做空,127032.SZ
2023-10-27,做空,128141.SZ
2023-10-27,做空,113051.SH
2023-10-27,做空,127014.SZ
2023-10-27,做空,123130.SZ
2023-10-27,做空,127083.SZ
2023-10-27,做空,110093.SH
2023-10-27,做空,123150.SZ
2023-10-27,做空,127054.SZ
2023-10-27,做空,110064.SH
2023-10-27,做空,123217.SZ
2023-10-27,做空,110086.SH
2023-10-27,做空,113050.SH
2023-10-27,做空,123035.SZ
2023-10-27,做空,123212.SZ
2023-10-27,做空,113598.SH
2023-10-27,做空,128101.SZ
2023-10-27,做空,123211.SZ
2023-10-27,做空,113055.SH
2023-10-27,做空,127025.SZ
2023-10-27,做空,127040.SZ
2023-10-27,做空,123149.SZ
2023-10-27,做空,113634.SH
2023-11-24,做多,127052.SZ
2023-11-24,做多,110082.SH
2023-11-24,做多,123215.SZ
2023-11-24,做多,128117.SZ
2023-11-24,做多,113623.SH
2023-11-24,做多,128125.SZ
2023-11-24,做多,128138.SZ
2023-11-24,做多,127033.SZ
2023-11-24,做多,113644.SH
2023-11-24,做多,128136.SZ
2023-11-24,做多,127068.SZ
2023-11-24,做多,127056.SZ
2023-11-24,做多,128131.SZ
2023-11-24,做多,113605.SH
2023-11-24,做多,123115.SZ
2023-11-24,做多,128132.SZ
2023-11-24,做多,123180.SZ
2023-11-24,做多,127046.SZ
2023-11-24,做多,123165.SZ
2023-11-24,做多,110063.SH
2023-11-24,做多,113666.SH
2023-11-24,做多,113670.SH
2023-11-24,做多,113625.SH
2023-11-24,做多,123208.SZ
2023-11-24,做多,110076.SH
2023-11-24,做多,128116.SZ
2023-11-24,做多,123076.SZ
2023-11-24,做多,123145.SZ
2023-11-24,做多,123056.SZ
2023-11-24,做多,110081.SH
2023-11-24,做多,113062.SH
2023-11-24,做多,127066.SZ
2023-11-24,做多,123104.SZ
2023-11-24,做多,123128.SZ
2023-11-24,做多,113665.SH
2023-11-24,做多,118023.SH
2023-11-24,做多,118032.SH
2023-11-24,做多,113655.SH
2023-11-24,做多,127051.SZ
2023-11-24,做多,123132.SZ
2023-11-24,做多,118000.SH
2023-11-24,做多,110085.SH
2023-11-24,做多,113657.SH
2023-11-24,做多,118034.SH
2023-11-24,做多,113584.SH
2023-11-24,做多,127044.SZ
2023-11-24,做多,123154.SZ
2023-11-24,做多,113658.SH
2023-11-24,做多,127089.SZ
2023-11-24,做多,123117.SZ
2023-11-24,做多,123179.SZ
2023-11-24,做多,113059.SH
2023-11-24,做多,113653.SH
2023-11-24,做多,110095.SH
2023-11-24,做多,113641.SH
2023-11-24,做多,127075.SZ
2023-11-24,做多,127067.SZ
2023-11-24,做多,113661.SH
2023-11-24,做多,127049.SZ
2023-11-24,做多,127019.SZ
2023-11-24,做多,118022.SH
2023-11-24,做多,113650.SH
2023-11-24,做多,127061.SZ
2023-11-24,做多,123190.SZ
2023-11-24,做多,113053.SH
2023-11-24,做多,118008.SH
2023-11-24,做多,118031.SH
2023-11-24,做多,110072.SH
2023-11-24,做多,113633.SH
2023-11-24,做多,118005.SH
2023-11-24,做空,123018.SZ
2023-11-24,做空,113575.SH
2023-11-24,做空,128053.SZ
2023-11-24,做空,113672.SH
2023-11-24,做空,110055.SH
2023-11-24,做空,128122.SZ
2023-11-24,做空,118045.SH
2023-11-24,做空,123176.SZ
2023-11-24,做空,113042.SH
2023-11-24,做空,113646.SH
2023-11-24,做空,123022.SZ
2023-11-24,做空,123192.SZ
2023-11-24,做空,127082.SZ
2023-11-24,做空,113526.SH
2023-11-24,做空,113674.SH
2023-11-24,做空,128101.SZ
2023-11-24,做空,113537.SH
2023-11-24,做空,113671.SH
2023-11-24,做空,113621.SH
2023-11-24,做空,123217.SZ
2023-11-24,做空,128074.SZ
2023-11-24,做空,110058.SH
2023-11-24,做空,128095.SZ
2023-11-24,做空,110094.SH
2023-11-24,做空,111016.SH
2023-11-24,做空,127039.SZ
2023-11-24,做空,123112.SZ
2023-11-24,做空,113656.SH
2023-11-24,做空,128141.SZ
2023-11-24,做空,113030.SH
2023-11-24,做空,118030.SH
2023-11-24,做空,110062.SH
2023-11-24,做空,113582.SH
2023-11-24,做空,127086.SZ
2023-11-24,做空,113039.SH
2023-11-24,做空,110070.SH
2023-11-24,做空,127064.SZ
2023-11-24,做空,113597.SH
2023-11-24,做空,111017.SH
2023-11-24,做空,113634.SH
2023-11-24,做空,113055.SH
2023-11-24,做空,113051.SH
2023-11-24,做空,110091.SH
2023-11-24,做空,113052.SH
2023-11-24,做空,127083.SZ
2023-11-24,做空,127014.SZ
2023-11-24,做空,128076.SZ
2023-11-24,做空,128137.SZ
2023-11-24,做空,113545.SH
2023-11-24,做空,127035.SZ
2023-11-24,做空,123130.SZ
2023-11-24,做空,110093.SH
2023-11-24,做空,110086.SH
2023-11-24,做空,127040.SZ
2023-11-24,做空,127062.SZ
2023-11-24,做空,127072.SZ
2023-11-24,做空,127050.SZ
2023-11-24,做空,110059.SH
2023-11-24,做空,110064.SH
2023-11-24,做空,110074.SH
2023-11-24,做空,127032.SZ
2023-11-24,做空,110048.SH
2023-11-24,做空,123078.SZ
2023-11-24,做空,127027.SZ
2023-11-24,做空,113061.SH
2023-11-24,做空,113050.SH
2023-11-24,做空,111005.SH
2023-11-24,做空,123212.SZ
2023-11-24,做空,111015.SH
2023-11-24,做空,123191.SZ
2023-12-29,做多,113632.SH
2023-12-29,做多,113659.SH
2023-12-29,做多,128138.SZ
2023-12-29,做多,127068.SZ
2023-12-29,做多,127074.SZ
2023-12-29,做多,123056.SZ
2023-12-29,做多,113605.SH
2023-12-29,做多,128131.SZ
2023-12-29,做多,113665.SH
2023-12-29,做多,113644.SH
2023-12-29,做多,128125.SZ
2023-12-29,做多,123208.SZ
2023-12-29,做多,110082.SH
2023-12-29,做多,113049.SH
2023-12-29,做多,123165.SZ
2023-12-29,做多,110076.SH
2023-12-29,做多,123180.SZ
2023-12-29,做多,127056.SZ
2023-12-29,做多,127051.SZ
2023-12-29,做多,123210.SZ
2023-12-29,做多,123115.SZ
2023-12-29,做多,123128.SZ
2023-12-29,做多,127052.SZ
2023-12-29,做多,118000.SH
2023-12-29,做多,127046.SZ
2023-12-29,做多,128116.SZ
2023-12-29,做多,123104.SZ
2023-12-29,做多,127033.SZ
2023-12-29,做多,123117.SZ
2023-12-29,做多,127066.SZ
2023-12-29,做多,110081.SH
2023-12-29,做多,123132.SZ
2023-12-29,做多,118032.SH
2023-12-29,做多,113625.SH
2023-12-29,做多,110085.SH
2023-12-29,做多,111010.SH
2023-12-29,做多,113584.SH
2023-12-29,做多,113062.SH
2023-12-29,做多,113666.SH
2023-12-29,做多,113670.SH
2023-12-29,做多,113653.SH
2023-12-29,做多,113657.SH
2023-12-29,做多,123145.SZ
2023-12-29,做多,118023.SH
2023-12-29,做多,127044.SZ
2023-12-29,做多,127089.SZ
2023-12-29,做多,113658.SH
2023-12-29,做多,113059.SH
2023-12-29,做多,123154.SZ
2023-12-29,做多,113641.SH
2023-12-29,做多,123179.SZ
2023-12-29,做多,118034.SH
2023-12-29,做多,127049.SZ
2023-12-29,做多,127075.SZ
2023-12-29,做多,110095.SH
2023-12-29,做多,113655.SH
2023-12-29,做多,127067.SZ
2023-12-29,做多,113661.SH
2023-12-29,做多,127019.SZ
2023-12-29,做多,123190.SZ
2023-12-29,做多,118022.SH
2023-12-29,做多,127061.SZ
2023-12-29,做多,113650.SH
2023-12-29,做多,113053.SH
2023-12-29,做多,118008.SH
2023-12-29,做多,118031.SH
2023-12-29,做多,118005.SH
2023-12-29,做多,110072.SH
2023-12-29,做多,113633.SH
2023-12-29,做空,113575.SH
2023-12-29,做空,128053.SZ
2023-12-29,做空,123176.SZ
2023-12-29,做空,118045.SH
2023-12-29,做空,123022.SZ
2023-12-29,做空,110055.SH
2023-12-29,做空,128122.SZ
2023-12-29,做空,113042.SH
2023-12-29,做空,113646.SH
2023-12-29,做空,128101.SZ
2023-12-29,做空,128095.SZ
2023-12-29,做空,113656.SH
2023-12-29,做空,113537.SH
2023-12-29,做空,128074.SZ
2023-12-29,做空,110058.SH
2023-12-29,做空,113672.SH
2023-12-29,做空,113621.SH
2023-12-29,做空,113526.SH
2023-12-29,做空,110094.SH
2023-12-29,做空,123226.SZ
2023-12-29,做空,111016.SH
2023-12-29,做空,113671.SH
2023-12-29,做空,110070.SH
2023-12-29,做空,123078.SZ
2023-12-29,做空,127039.SZ
2023-12-29,做空,128141.SZ
2023-12-29,做空,123192.SZ
2023-12-29,做空,113030.SH
2023-12-29,做空,113039.SH
2023-12-29,做空,113582.SH
2023-12-29,做空,110093.SH
2023-12-29,做空,113597.SH
2023-12-29,做空,111017.SH
2023-12-29,做空,127014.SZ
2023-12-29,做空,127092.SZ
2023-12-29,做空,113674.SH
2023-12-29,做空,110060.SH
2023-12-29,做空,127082.SZ
2023-12-29,做空,127072.SZ
2023-12-29,做空,127054.SZ
2023-12-29,做空,118030.SH
2023-12-29,做空,123212.SZ
2023-12-29,做空,113051.SH
2023-12-29,做空,123067.SZ
2023-12-29,做空,123174.SZ
2023-12-29,做空,127040.SZ
2023-12-29,做空,128076.SZ
2023-12-29,做空,128137.SZ
2023-12-29,做空,113527.SH
2023-12-29,做空,113563.SH
2023-12-29,做空,127050.SZ
2023-12-29,做空,123211.SZ
2023-12-29,做空,113055.SH
2023-12-29,做空,111005.SH
2023-12-29,做空,127017.SZ
2023-12-29,做空,127028.SZ
2023-12-29,做空,113056.SH
2023-12-29,做空,113634.SH
2023-12-29,做空,113545.SH
2023-12-29,做空,127086.SZ
2023-12-29,做空,127083.SZ
2023-12-29,做空,123130.SZ
2023-12-29,做空,127016.SZ
2023-12-29,做空,128121.SZ
2023-12-29,做空,127032.SZ
2023-12-29,做空,127035.SZ
2023-12-29,做空,110067.SH
2023-12-29,做空,111015.SH
2023-12-29,做空,127018.SZ
2024-01-26,做多,113654.SH
2024-01-26,做多,118024.SH
2024-01-26,做多,113665.SH
2024-01-26,做多,128131.SZ
2024-01-26,做多,123215.SZ
2024-01-26,做多,113638.SH
2024-01-26,做多,123108.SZ
2024-01-26,做多,113062.SH
2024-01-26,做多,110085.SH
2024-01-26,做多,113677.SH
2024-01-26,做多,113625.SH
2024-01-26,做多,113632.SH
2024-01-26,做多,110076.SH
2024-01-26,做多,110082.SH
2024-01-26,做多,113605.SH
2024-01-26,做多,113644.SH
2024-01-26,做多,113666.SH
2024-01-26,做多,127051.SZ
2024-01-26,做多,123193.SZ
2024-01-26,做多,123165.SZ
2024-01-26,做多,113669.SH
2024-01-26,做多,113049.SH
2024-01-26,做多,118042.SH
2024-01-26,做多,110081.SH
2024-01-26,做多,127052.SZ
2024-01-26,做多,127046.SZ
2024-01-26,做多,127068.SZ
2024-01-26,做多,113629.SH
2024-01-26,做多,127074.SZ
2024-01-26,做多,123210.SZ
2024-01-26,做多,118023.SH
2024-01-26,做多,123115.SZ
2024-01-26,做多,113584.SH
2024-01-26,做多,123132.SZ
2024-01-26,做多,127089.SZ
2024-01-26,做多,118033.SH
2024-01-26,做多,123180.SZ
2024-01-26,做多,118034.SH
2024-01-26,做多,118032.SH
2024-01-26,做多,113641.SH
2024-01-26,做多,127044.SZ
2024-01-26,做多,127066.SZ
2024-01-26,做多,113658.SH
2024-01-26,做多,111010.SH
2024-01-26,做多,113670.SH
2024-01-26,做多,113653.SH
2024-01-26,做多,113059.SH
2024-01-26,做多,113657.SH
2024-01-26,做多,127019.SZ
2024-01-26,做多,127033.SZ
2024-01-26,做多,127049.SZ
2024-01-26,做多,127075.SZ
2024-01-26,做多,113655.SH
2024-01-26,做多,123154.SZ
2024-01-26,做多,123145.SZ
2024-01-26,做多,127067.SZ
2024-01-26,做多,123179.SZ
2024-01-26,做多,110095.SH
2024-01-26,做多,118022.SH
2024-01-26,做多,113661.SH
2024-01-26,做多,113650.SH
2024-01-26,做多,127061.SZ
2024-01-26,做多,123190.SZ
2024-01-26,做多,113053.SH
2024-01-26,做多,118008.SH
2024-01-26,做多,118031.SH
2024-01-26,做多,113633.SH
2024-01-26,做多,110072.SH
2024-01-26,做多,118005.SH
2024-01-26,做空,113575.SH
2024-01-26,做空,113537.SH
2024-01-26,做空,123054.SZ
2024-01-26,做空,128053.SZ
2024-01-26,做空,127098.SZ
2024-01-26,做空,110094.SH
2024-01-26,做空,113042.SH
2024-01-26,做空,113646.SH
2024-01-26,做空,123022.SZ
2024-01-26,做空,128074.SZ
2024-01-26,做空,128122.SZ
2024-01-26,做空,123226.SZ
2024-01-26,做空,113588.SH
2024-01-26,做空,113656.SH
2024-01-26,做空,110058.SH
2024-01-26,做空,127083.SZ
2024-01-26,做空,127039.SZ
2024-01-26,做空,110055.SH
2024-01-26,做空,127082.SZ
2024-01-26,做空,127018.SZ
2024-01-26,做空,128141.SZ
2024-01-26,做空,128095.SZ
2024-01-26,做空,123192.SZ
2024-01-26,做空,111017.SH
2024-01-26,做空,110059.SH
2024-01-26,做空,127014.SZ
2024-01-26,做空,113671.SH
2024-01-26,做空,113051.SH
2024-01-26,做空,111005.SH
2024-01-26,做空,127040.SZ
2024-01-26,做空,113052.SH
